Funds,Fund_Manager,Category,AUM_Cr,Expense_Ratio,Fund_Type,Inception_Date,Benchmark_Index,Return_1M,Return_3M,Return_6M,Return_1Y,Return_2Y,Return_3Y,Return_5Y,Return_10Y,Large_Cap,Mid_Cap,Small_Cap,Highest_Sector,Alpha,Sharpe,Sortino,Beta,Standard_Deviation,Fund_Age_Years,Avg_Return,Expense_vs_Return_1Y,AUM_Category,Return_to_Expense,Risk_Category,Return_to_Risk,Positive_Alpha_Beta_Less1,Risk_Adjusted_Performance,High_Expense_Low_Return,High_NAV_Volatility,Top_Performer,Young_Fund,Efficient_Fund,ShortTerm_Return,LongTerm_Return
Sbi Fmp 61 1927D Reg(G),Ranjana Gupta,Dt Fmp,323.9,,Closed Ended,22-03-2022,Crisil Medium To Long Term Debt Index,0.52,1.51,3.98,8.34,7.65,,,,,,, ,0.86,2.3,4.04,0.2,0.56,3.57,8.34,,Mid,,Low,,TRUE,3.17,0,0,0,1,0,2,
Sbi Fmp 64 1169D Reg(G),Ranjana Gupta,Dt Fmp,389.3,,Closed Ended,30-08-2022,Crisil Medium Duration Debt Index,0.47,1.5,3.55,7.33,7.11,,,,,,, ,0.58,2.87,4.48,0.08,0.26,3.13,7.33,,Mid,,Low,,TRUE,3.68,0,0,0,1,0,1.84,
Sbi Fmp 66 1361D Reg(G),Ranjana Gupta,Dt Fmp,659.5,,Closed Ended,19-07-2022,Crisil Medium Duration Debt Index,0.51,1.57,3.8,7.81,7.4,,,,,,, ,0.81,2.51,4.57,0.1,0.4,3.25,7.81,,Large,,Low,,TRUE,3.54,0,0,0,1,0,1.96,
Sbi Fmp 67 1467D Reg(G),Ranjana Gupta,Dt Fmp,566.5,,Closed Ended,29-07-2022,Crisil Medium To Long Term Debt Index,0.54,1.57,3.86,7.9,7.48,,,,,,, ,0.78,2.66,4.54,0.14,0.4,3.22,7.9,,Large,,Low,,TRUE,3.6,0,0,0,1,0,1.99,
Sbi Fmp 68 1302D Reg(G),Ranjana Gupta,Dt Fmp,187.5,,Closed Ended,22-09-2022,Crisil Medium Duration Debt Index,0.59,1.58,3.8,7.57,7.15,,,,,,, ,0.55,1.89,3.25,0.15,0.46,3.07,7.57,,Mid,,Low,,TRUE,2.57,0,0,0,1,0,1.99,
Sbi Fmp 72 1239D Reg(G),Ranjana Gupta,Dt Fmp,326.1,,Closed Ended,22-11-2022,Crisil Medium Duration Debt Index,0.61,1.63,3.9,7.76,7.32,,,,,,, ,0.66,2.09,3.61,0.16,0.48,2.9,7.76,,Mid,,Low,,TRUE,2.85,0,0,0,1,0,2.05,
Sbi Fmp 73 1226D Reg(G),Ranjana Gupta,Dt Fmp,195,,Closed Ended,08-12-2022,Crisil Medium Duration Debt Index,0.61,1.63,3.89,7.75,7.32,,,,,,, ,0.66,2.08,3.58,0.15,0.48,2.86,7.75,,Mid,,Low,,TRUE,2.83,0,0,0,1,0,2.04,
Sbi Fmp 74 1243D Reg(G),Ranjana Gupta,Dt Fmp,153.4,,Closed Ended,03-01-2023,Crisil Medium Duration Debt Index,0.53,1.59,3.86,7.95,,,,,,,, ,0.88,2.58,4.72,0.1,0.43,2.79,7.95,,Mid,,Low,,TRUE,3.65,0,0,0,1,0,1.99,
Sbi Fmp 76 1221D Reg(G),Ranjana Gupta,Dt Fmp,160.6,,Closed Ended,24-01-2023,Crisil Medium Duration Debt Index,0.6,1.64,3.8,7.63,,,,,,,, ,0.6,2.31,3.92,0.14,0.39,2.73,7.63,,Mid,,Low,,TRUE,3.12,0,0,0,1,0,2.01,
Sbi Fmp 78 1170D Reg(G),Ranjana Gupta,Dt Fmp,121.5,,Closed Ended,21-02-2023,Crisil Medium Duration Debt Index,0.54,1.63,3.77,7.64,,,,,,,, ,0.68,2.77,4.63,0.1,0.33,2.65,7.64,,Mid,,Low,,TRUE,3.7,0,0,0,1,0,1.98,
Sbi Fmp 79 1130D Reg(G),Ranjana Gupta,Dt Fmp,79.5,,Closed Ended,14-03-2023,Crisil Medium Duration Debt Index,0.61,1.66,3.8,7.59,,,,,,,, ,0.58,2.2,3.69,0.14,0.4,2.59,7.59,,Small,,Low,,TRUE,2.94,0,0,0,1,0,2.02,
Sbi Fmp 81 1157D Reg(G),Ranjana Gupta,Dt Fmp,397.5,,Closed Ended,31-03-2023,Crisil Medium Duration Debt Index,0.55,1.67,3.89,7.84,,,,,,,, ,0.86,3.21,5.3,0.09,0.33,2.55,7.84,,Mid,,Low,,TRUE,4.26,0,0,0,1,0,2.04,
Sbi Focused Equity Fund Reg(G),R. Srinivasan,Eq Mlc,34747.3,1.57,Open Ended,11-10-2004,Bse 500 Tri,0.45,-3.64,1.24,17.84,19.83,9.57,16.59,13.92,34.37,30.68,9.38,Financials,9.55,1.11,1.7,0.69,11.67,21.03,14.48,0.09,Mega,11.36,Medium,0.82,TRUE,1.4,0,1,1,0,1,-0.65,13.36
Sbi Gold Etf,Vandna Soni,Gold Etf,5907.9,0.65,Open Ended,18-05-2009,Gold India,-0.27,1.26,6.24,19.78,16.64,15.69,13.39,9.84,,,, ,15.6,1.2,1.79,-0.06,12.91,16.42,14.68,0.03,Mega,30.43,Medium,1.22,TRUE,1.5,0,1,1,0,1,2.41,12.97
Sbi Gold Reg(G),Raviprakash Sharma,Gold Mf,2516.4,0.42,Open Ended,12-09-2011,Gold London Bullion Market Association (Lbma),0.08,1.22,5.92,19.63,16.91,15.69,13.22,9.81,,,, ,16.03,1.21,1.97,-0.14,12.95,14.1,14.59,0.02,Mega,46.74,Medium,1.21,TRUE,1.59,0,1,1,0,1,2.41,12.91
Sbi Healthcare Opp Fund Reg(G),Tanmaya Desai,Eq Phrm,3459.7,1.95,Open Ended,14-07-1999,Bse Health Care Tri,3.61,4.06,22.15,42.34,40.23,22.78,29.73,13.93,27.85,25.88,38.39,Healthcare,30.47,2.74,4.9,0.39,11.81,26.28,27.2,0.05,Mega,21.71,Medium,1.93,TRUE,3.82,0,1,1,0,1,9.94,22.15
Sbi Infrastructure Fund Reg(G),Bhavin Vithlani,Eq Infra,5006.4,1.89,Open Ended,06-07-2007,Nifty Infrastructure Tri,-1.31,-8.84,-5.85,20.58,34.46,25.88,25.75,16.35,35.07,18.81,38.23,Energy,12.02,1.08,1.57,0.88,15.14,18.29,22.14,0.09,Mega,10.89,High,1.71,TRUE,1.33,0,1,1,0,1,-5.33,22.66
Sbi Innovative Opportunities Fund Reg(G),Prasad Padala,Eq Them,7897.5,1.77,Open Ended,20-08-2024,Nifty 500 Tri,4.43,-1.19,,,,,,,36.09,25.64,34.63,Technology,,,,,,1.16,,,Mega,,,,FALSE,,0,0,0,1,0,1.62,
Sbi International Access Us Equity Fof Reg(G),Pradeep Kesavan,Fof Ovr,980.6,1.6,Open Ended,22-03-2021,S&P 500,-2.84,0.77,4.04,22.96,24.66,11.14,,,,,, ,18.12,1.27,2.03,0.33,14.95,4.57,17.05,0.07,Large,14.35,Medium,0.75,TRUE,1.65,0,1,1,1,1,0.66,11.14
Sbi Large & Midcap Fund Reg(G),Saurabh Pant,Eq L&M,29328.8,1.61,Open Ended,28-02-1993,Nifty Largemidcap 250 Tri,-1.01,-5.32,1.08,18.42,22.53,17.25,20.98,15.19,39.48,33.9,19.9,Financials,9.83,1.08,1.6,0.82,12.91,32.65,17.96,0.09,Mega,11.44,Medium,1.34,TRUE,1.34,0,1,1,0,1,-1.75,17.81
Sbi Liquid Fund Reg(G),R. Arun,Dt Liq,64117,0.31,Open Ended,11-03-2007,Nifty Liquid Fund Index,0.58,1.71,3.49,7.26,7.1,6.32,5.27,6.25,,,, ,0.68,9.24,5.07,,0.07,18.61,6.28,0.04,Mega,23.42,Low,90.29,FALSE,7.16,0,0,0,0,1,1.93,5.95
Sbi Long Duration Fund Reg(G),Tejas Soman,Dt Ld,2668.8,0.68,Open Ended,21-12-2022,Crisil Long Duration Debt Index,0.3,-0.3,3.58,11.33,9.33,,,,,,, ,1.44,2.01,3.54,1.77,3.3,2.82,11.33,0.06,Mega,16.66,Low,,FALSE,2.78,0,0,0,1,1,1.19,
Sbi Long Term Equity Fund Reg(G),Dinesh Balachandran,Eq Elss,27847.5,1.59,Open Ended,31-03-1993,Bse 500 Tri,-0.99,-6.46,0.36,27.29,34.02,24.55,24.29,14.79,59.95,19.22,11.01,Financials,17.29,1.56,2.31,0.88,13.87,32.57,22.73,0.06,Mega,17.16,Medium,1.77,TRUE,1.94,0,1,1,0,1,-2.36,21.21
Sbi Lt Advantage Fund I Reg(G),R. Srinivasan,Eq Elss,53.3,,Closed Ended,11-02-2015,Bse 500,-1.78,-3.87,2.45,26.68,27.09,18.96,25.28,,39.39,12.76,25.24,Financials,16.61,1.33,1.96,0.91,15.84,10.68,23.64,,Small,,High,1.2,TRUE,1.64,0,1,1,0,0,-1.07,22.12
Sbi Lt Advantage Fund Ii Reg(G),R. Srinivasan,Eq Elss,41.7,,Closed Ended,01-04-2015,Bse 500,-2.21,-5.96,0.36,23.99,25.67,17.75,25.03,,37.77,17.72,30.48,Financials,14.39,1.16,1.7,0.94,16.44,10.55,22.26,,Small,,High,1.08,TRUE,1.43,0,1,1,0,0,-2.6,21.39
Sbi Lt Advantage Fund Iii Reg(G),R. Srinivasan,Eq Elss,78.7,,Closed Ended,31-03-2016,Bse 500,-2.5,-5.02,2.18,27.78,28.33,19.97,26.49,,35.99,16.57,38.01,Financials,17.54,1.34,1.98,0.93,16.47,9.55,24.75,,Small,,High,1.21,TRUE,1.66,0,1,1,0,0,-1.78,23.23
Sbi Lt Advantage Fund Iv Reg(G),R. Srinivasan,Eq Elss,221.7,,Closed Ended,31-03-2017,Bse 500,0.36,-7.22,1.65,21.32,23.14,17.35,27.41,,66.06,21.56,9.47,Financials,12.68,1.21,1.88,0.68,13.21,8.55,22.03,,Mid,,Medium,1.31,TRUE,1.54,0,1,1,0,0,-1.74,22.38
Sbi Lt Advantage Fund V Reg(G),Mohan Lal,Eq Elss,369.1,,Closed Ended,27-03-2018,Bse 500,0.74,-0.98,14.13,44.75,30.01,19.99,21.41,,36.97,12.3,46.03,Financials,30.06,2.26,3.46,0.85,15.18,7.56,28.72,,Mid,,High,1.32,TRUE,2.86,0,1,1,0,0,4.63,20.7
Sbi Lt Advantage Fund Vi Reg(G),R. Srinivasan,Eq Elss,299.8,,Closed Ended,17-07-2018,Bse 500,0.46,-5.57,2.09,24.68,31.47,20.87,22.95,,19.66,10.54,53.75,Financials,15.04,1.27,1.84,0.82,15.09,7.25,22.83,,Mid,,High,1.38,TRUE,1.56,0,1,1,0,0,-1.01,21.91
Sbi Magnum Childrens Benefit Fund Investment Plan Reg(G),R. Srinivasan,Hy Sol,2961.9,1.92,Open Ended,29-09-2020,Crisil Hybrid 35+65 Aggressive Index,6.98,2.52,11.88,39.96,34.67,23.94,,,22.65,4.98,48.63,Fmcg,26.01,2.41,3.94,1.6,12.73,5.05,31.95,0.05,Mega,20.81,Medium,1.88,FALSE,3.18,0,1,1,0,1,7.13,23.94
Sbi Magnum Childrens Benefit Fund Savings Plan,Rajeev Radhakrishnan,Hy Sol,122.5,1.21,Open Ended,28-01-2002,Nifty 50 Hybrid Composite Debt 15 - 85 Index,0.2,0.69,7.7,17.41,17.25,11.91,13.6,11.65,1.07,1.1,18.6,Fmcg,10.33,3,5.12,0.73,4.16,23.73,13.64,0.07,Mid,14.39,Low,2.86,TRUE,4.06,0,0,0,0,1,2.86,12.39
Sbi Magnum Comma Fund Reg(G),Dinesh Balachandran,Eq Them,652.9,2.51,Open Ended,08-08-2005,Nifty Commodities Tri,-2.59,-11.44,-2.5,10.11,20.94,11.41,20.66,14.86,49.8,12.79,30.56,Energy,2.49,0.39,0.55,1.2,21.46,20.2,14.26,0.25,Large,4.03,High,0.53,FALSE,0.47,0,1,1,0,0,-5.51,15.64
Sbi Magnum Constant Maturity Fund Reg(G),Tejas Soman,Dt Gl10Y,1881.3,0.64,Open Ended,25-12-2000,Nifty 10 Yr Benchmark G Sec,0.35,0.81,4.53,9.24,8.25,5.87,6.18,8.11,,,, ,1.41,2.24,3.91,1.14,2.13,24.82,7.35,0.07,Large,14.44,Low,2.76,FALSE,3.08,0,0,0,0,1,1.9,6.72
Sbi Magnum Gilt Fund Reg(G),Rajeev Radhakrishnan,Dt Gilt,10979.1,0.94,Open Ended,23-12-2000,Nifty All Duration G Sec Index,0.25,0.05,3.81,8.88,8.16,6.83,6.94,8.03,,,, ,0.68,1.81,3.05,1.3,2.48,24.83,7.67,0.11,Mega,9.45,Low,2.75,FALSE,2.43,0,0,0,0,1,1.37,7.27
Sbi Magnum Global Fund Reg(G),R. Srinivasan,Eq Mnc,6634.6,1.88,Open Ended,30-09-1994,Nifty Mnc Tri,0.46,-2.42,1.2,8.15,15.53,8,16.11,11.53,13.74,25.98,35.67,Fmcg,2.37,0.43,0.69,0.39,9.94,31.07,10.95,0.23,Mega,4.34,Medium,0.8,TRUE,0.56,0,0,0,0,0,-0.25,11.88
Sbi Magnum Income Fund Reg(G),Lokesh Mallya,Dt M&Ld,1808.2,1.46,Open Ended,25-11-1998,Crisil Medium To Long Term Debt Index,0.34,0.8,3.85,8.12,7.62,6.07,6.6,7.46,,,, ,1.49,2.52,4.37,0.81,1.53,26.91,7.06,0.18,Large,5.56,Low,3.97,TRUE,3.44,0,0,0,0,1,1.66,6.71
Sbi Magnum Low Duration Fund Reg(G),Rajeev Radhakrishnan,Dt Lowd,12461.3,1.02,Open Ended,26-07-2007,Crisil Low Duration Debt Index,0.55,1.68,3.53,7.25,7,6.01,5.57,6.71,,,, ,2.9,9.85,19.02,0.08,0.32,18.24,6.38,0.14,Mega,7.11,Low,18.78,TRUE,14.43,0,0,0,0,1,1.92,6.1
Sbi Magnum Medium Duration Fund Reg(G),Lokesh Mallya,Dt Md,6660.6,1.22,Open Ended,05-11-2003,Nifty Medium Duration Debt Index,0.5,1.44,4.09,8.08,7.64,6.21,6.87,7.98,,,, ,2.52,4.28,8.22,0.46,0.9,21.96,7.28,0.15,Mega,6.62,Low,6.9,TRUE,6.25,0,0,0,0,1,2.01,7.02
Sbi Magnum Midcap Fund Reg(G),Bhavin Vithlani,Eq Mid,21455,1.67,Open Ended,29-03-2005,Nifty Midcap 150 Tri,0.77,-5.41,0.08,20.39,28.24,19.14,27.02,15.83,8.08,64.97,20.92,Financials,12,1.19,1.79,0.68,12.95,20.56,20.6,0.08,Mega,12.21,Medium,1.48,TRUE,1.49,0,1,1,0,1,-1.52,20.66
Sbi Magnum Ultra Short Duration Fund Reg(G),R. Arun,Dt Usd,12426,0.54,Open Ended,19-05-1999,Crisil Ultra Short Term Debt Index,0.57,1.72,3.57,7.37,7.17,6.27,5.6,6.64,,,, ,3.18,10.78,21.71,0.03,0.3,26.43,6.47,0.07,Mega,13.65,Low,20.9,TRUE,16.24,0,0,0,0,1,1.95,6.17
Sbi Multi Asset Allocation Fund Reg(G),Mansi Sajeja,Hy Multi,6843.1,1.45,Open Ended,30-11-2005,Bse 500 Tri,-0.32,-2.81,1.21,12.52,18.52,14.34,13.93,10.93,15.48,4.45,15.9,Financials,6.12,1.12,1.65,0.87,7.8,19.89,12.93,0.12,Mega,8.63,Medium,1.84,TRUE,1.38,0,0,0,0,1,-0.64,13.07
Sbi Multicap Fund Reg(G),R. Srinivasan,Eq Mlc,18941.2,1.69,Open Ended,08-03-2022,Nifty500 Multicap 50 - 25 - 25 Tri,1.26,-3.09,6.69,26.76,25.11,,,,33,22.47,36.07,Financials,17.31,1.6,2.43,0.73,13.09,3.61,26.76,0.06,Mega,15.83,Medium,,TRUE,2.02,0,1,1,1,1,1.62,
Sbi Nifty 10 Yr Benchmark G Sec Etf,Tejas Soman,Dt Etf,3115.8,0.14,Open Ended,10-06-2016,Nifty 10 Yr Benchmark G Sec,0.39,1.03,4.69,9.36,8.55,5.72,5.27,,,,, ,1.59,2.31,4.15,1.16,2.16,9.36,6.78,0.01,Mega,66.86,Low,2.65,FALSE,3.23,0,0,0,0,1,2.04,5.49
Sbi Nifty 1D Rate Etf,Tejas Soman,Dt Etf,36.6,0.35,Open Ended,27-10-2023,Nifty 1D Rate Index,0.51,1.53,3.08,6.32,,,,,,,, ,0.76,7.17,7.62,,0.1,1.97,6.32,0.06,Small,18.06,Low,,FALSE,7.4,0,0,0,1,1,1.71,
Sbi Nifty 200 Quality 30 Etf,Raviprakash Sharma,Eq Etf,131.6,0.5,Open Ended,10-12-2018,Nifty200 Quality 30 Tri,-2.12,-10.74,-0.13,13.62,23.26,12.91,17.82,,75.3,23.76,0.94,Technology,6.38,0.74,1.24,0.76,13.2,6.85,14.78,0.04,Mid,27.24,Medium,0.98,TRUE,0.99,0,1,1,0,1,-4.33,15.36
Sbi Nifty 50 Etf,Raviprakash Sharma,Eq Etf,199595.8,0.04,Open Ended,22-07-2015,Nifty 50 Tri,-1.61,-7.82,-1.24,10.39,16.48,12.91,15.67,,98.74,1.25,,Financials,2.27,0.49,0.75,0.99,13.83,10.24,12.99,0,Mega,259.75,Medium,0.93,TRUE,0.62,0,1,0,0,1,-3.56,14.29
Sbi Nifty 500 Index Fund Reg(G),Viral Chhadva,Eq Indx,841.6,0.87,Open Ended,30-09-2024,Nifty 500 Tri,-0.98,-7.37,,,,,,,70.63,18.64,10.74,Financials,,,,,,1.04,,,Large,,,,FALSE,,0,0,0,1,0,-4.18,
Sbi Nifty Bank Etf,Raviprakash Sharma,Eq Etf,4455.3,0.2,Open Ended,20-03-2015,Nifty Bank Tri,-1.94,-3.56,-2.72,6.57,10.02,13.99,9.85,,86.42,13.58,,Financials,-1.29,0.21,0.31,1.08,17.33,10.58,10.14,0.03,Mega,32.85,High,0.81,FALSE,0.26,0,1,0,0,1,-2.74,11.92
Sbi Nifty Consumption Etf,Harsh Sethi,Eq Etf,19.9,0.29,Open Ended,22-07-2021,Nifty India Consumption Tri,-0.18,-10.75,2.38,20.42,25.09,19.09,,,92.14,7.86,,Fmcg,11.69,1.16,2.13,0.74,12.93,4.24,19.76,0.01,Small,70.41,Medium,1.48,TRUE,1.64,0,1,1,1,1,-2.85,19.09
Sbi Nifty Index Fund Reg(G),Raviprakash Sharma,Eq Indx,8679.2,0.48,Open Ended,17-01-2002,Nifty 50 Tri,-1.65,-7.94,-1.47,9.89,15.93,12.37,14.97,11.51,98.76,1.25,,Financials,1.44,0.46,0.7,1,13.9,23.76,12.18,0.05,Mega,20.6,Medium,0.89,FALSE,0.58,0,1,0,0,1,-3.69,12.95
Sbi Nifty India Consumption Index Fund Reg(G),Harsh Sethi,Eq Indx,363.7,0.9,Open Ended,30-10-2024,Nifty India Consumption Tri,-0.24,,,,,,,,92.18,7.86,,Fmcg,,,,,,0.96,,,Mid,,,,FALSE,,0,0,0,1,0,-0.24,
Sbi Nifty It Etf,Harsh Sethi,Eq Etf,86.8,0.22,Open Ended,19-10-2020,Nifty It Tri,0.5,2.72,18.35,23.54,26.16,6.39,,,83.85,16.15,,Technology,16.08,1,1.83,0.74,19.35,4.99,14.96,0.01,Small,107,High,0.33,TRUE,1.42,0,1,1,1,1,7.19,6.39
Sbi Nifty Midcap 150 Index Fund Reg(G),Harsh Sethi,Eq Indx,702.7,1.01,Open Ended,03-10-2022,Nifty Midcap 150 Tri,1.54,-5.23,0.78,23.09,33.25,,,,6.44,86.71,6.78,Financials,14.19,1.09,1.56,0.96,17.41,3.04,23.09,0.04,Large,22.86,High,,TRUE,1.33,0,1,1,1,1,-0.97,
Sbi Nifty Next 50 Etf,Raviprakash Sharma,Eq Etf,3019.5,0.15,Open Ended,20-03-2015,Nifty Next 50 Tri,-3.42,-11.54,-5.17,28.48,28.52,18.52,20.01,,88.23,11.76,,Financials,17.99,1.16,1.67,1.14,20.03,10.58,22.34,0.01,Mega,189.87,High,0.92,FALSE,1.42,0,1,1,0,1,-6.71,19.26
Sbi Nifty Next 50 Index Fund Reg(G),Raviprakash Sharma,Eq Indx,1494.3,0.78,Open Ended,19-05-2021,Nifty Next 50 Tri,-3.48,-11.7,-5.51,27.55,27.62,17.7,,,88.27,11.77,,Financials,16.91,1.12,1.63,1.14,20.06,4.41,22.62,0.03,Large,35.32,High,0.88,FALSE,1.38,0,1,1,1,1,-6.9,17.7
Sbi Nifty Private Bank Etf,Harsh Sethi,Eq Etf,166,0.15,Open Ended,19-10-2020,Nifty Private Bank Tri,-1.74,-6,-4.84,0.69,7.7,12.33,,,83.31,13.6,3.08,Financials,-6.8,-0.12,-0.18,1.04,17.01,4.99,6.51,0.22,Mid,4.6,High,0.72,FALSE,-0.15,0,1,0,1,0,-4.19,12.33
Sbi Nifty Smallcap 250 Index Fund Reg(G),Harsh Sethi,Eq Indx,1247.8,1.01,Open Ended,03-10-2022,Nifty Smallcap 250 Tri,1,-3.53,2.76,25.85,36.39,,,,,8.01,91.99,Financials,16.91,1.09,1.54,0.96,19.9,3.04,25.85,0.04,Large,25.59,High,,TRUE,1.32,0,1,1,1,1,0.08,
Sbi Nifty50 Equal Weight Etf,Viral Chhadva,Eq Etf,22.3,0.3,Open Ended,16-07-2024,Nifty50 Equal Weight Tri,-1.54,-11.57,,,,,,,96.29,3.66,,Financials,,,,,,1.25,,,Small,,,,FALSE,,0,0,0,1,0,-6.56,
Sbi Nifty50 Equal Weight Index Fund Reg(G),Viral Chhadva,Eq Indx,1056.2,1.02,Open Ended,31-01-2024,Nifty50 Equal Weight Tri,-1.61,-11.75,-3.14,,,,,,96.38,3.67,,Financials,,,,,,1.71,,,Large,,,,FALSE,,0,1,0,1,0,-5.5,
Sbi Overnight Fund Reg(G),R. Arun,Dt On,20131.6,0.15,Open Ended,24-09-2002,Crisil Liquid Overnight Index,0.55,1.6,3.22,6.6,6.58,5.92,4.82,5.61,,,, ,0.25,32.34,1.9,,0.01,23.08,5.74,0.02,Mega,44,Low,592,FALSE,17.12,0,0,0,0,1,1.79,5.45
Sbi Psu Fund Reg(G),Rohit Shimpi,Eq Them,4686.1,1.86,Open Ended,07-07-2010,Bse Psu Tri,-4.54,-9.89,-7.14,22.89,38.06,35.36,23.81,11.51,69.88,21.13,2.89,Energy,14.34,0.8,1.12,1.36,26.29,15.29,23.39,0.08,Mega,12.31,High,1.34,FALSE,0.96,0,1,1,0,1,-7.19,23.56
Sbi Quant Fund Reg(G),Sukanya Ghosh,Eq Them,,,Open Ended,26-12-2024,Nifty 200 Tri,,,,,,,,,,,, ,,,,,,0.81,,,,,,,FALSE,,0,0,0,1,0,,
Sbi Retirement Benefit Fund Aggressive Hybrid Plan Reg(G),Rohit Shimpi,Hy Sol,1531.6,2.1,Open Ended,10-02-2021,Crisil Hybrid 35+65 Aggressive Index,-2.01,-6.02,-2.69,11.17,17.13,13.63,,,49.35,15.79,14.17,Financials,1.66,0.67,1,1.83,10.38,4.68,12.4,0.19,Large,5.32,Medium,1.31,FALSE,0.84,0,1,0,1,1,-3.57,13.63
Sbi Retirement Benefit Fund Aggressive Plan Reg(G),Rohit Shimpi,Hy Sol,2773.6,1.93,Open Ended,10-02-2021,Bse 500 Tri,-2.53,-7.47,-4.3,11.33,19.02,15.32,,,63.11,18.69,16.94,Financials,0.83,0.58,0.86,2.24,12.67,4.68,13.32,0.17,Mega,5.87,Medium,1.21,FALSE,0.72,0,1,0,1,1,-4.77,15.32
Sbi Retirement Benefit Fund Conservative Hybrid Plan Reg(G),Rohit Shimpi,Hy Sol,275.8,1.67,Open Ended,10-02-2021,Crisil Hybrid 65+35 Conservative Index,-0.75,-2.6,0.55,9.6,12.43,9.96,,,24.1,7.31,6.87,Financials,1.34,0.97,1.47,1.38,5.55,4.68,9.78,0.17,Mid,5.75,Medium,1.79,FALSE,1.22,0,0,0,1,1,-0.93,9.96
Sbi Retirement Benefit Fund Conservative Plan Reg(G),Rohit Shimpi,Hy Sol,177.8,1.38,Open Ended,10-02-2021,Crisil Hybrid 85+15 Conservative Index,-0.09,-0.97,2.38,9.11,10.18,8.44,,,11.99,3.63,3.34,Financials,1.34,1.48,2.3,1.2,3.28,4.68,8.77,0.15,Mid,6.6,Low,2.57,FALSE,1.89,0,0,0,1,1,0.44,8.44
Sbi Savings Fund Reg(G),R. Arun,Dt Mm,28254.2,0.76,Open Ended,14-07-2004,Crisil Money Market Index,0.57,1.67,3.46,7.21,7.06,6.14,5.47,6.5,,,, ,3.02,10.15,20.7,0.03,0.3,21.27,6.33,0.11,Mega,9.49,Low,20.47,TRUE,15.42,0,0,0,0,1,1.9,6.04
Sbi Short Term Debt Fund Reg(G),Rajeev Radhakrishnan,Dt Sd,13354,0.85,Open Ended,26-07-2007,Crisil Short Duration Debt Index,0.5,1.52,3.95,7.68,7.19,5.96,6.06,6.95,,,, ,2.55,5.35,10.83,0.33,0.66,18.24,6.66,0.11,Mega,9.04,Low,9.03,TRUE,8.09,0,0,0,0,1,1.99,6.32
Sbi Silver Etf,Vandna Soni,Gold Etf,503.8,0.42,Open Ended,03-07-2024,Silver,-3.62,-4.49,,,,,,,,,, ,,,,,,1.29,,,Large,,,,FALSE,,0,1,0,1,0,-4.06,
Sbi Silver Etf Fof Reg(G),Harsh Sethi,Fof Dom,289.6,0.63,Open Ended,11-07-2024,Silver,-3.5,-4.24,,,,,,,,,, ,,,,,,1.27,,,Mid,,,,FALSE,,0,1,0,1,0,-3.87,
Sbi Small Cap Fund Reg(G),R. Srinivasan,Eq Sml,33285.2,1.57,Open Ended,09-09-2009,Bse 250 Small Cap Tri,0.31,-5,1.31,25.22,25.34,19.44,27.17,19.99,,5.19,81.18,Financials,16.35,1.38,2.08,0.67,14.2,16.11,22.96,0.06,Mega,16.06,Medium,1.37,TRUE,1.73,0,1,1,0,1,-1.13,22.2
Sbi Technology Opp Fund Reg(G),Vivek Gedda,Eq Tech,4585.7,1.89,Open Ended,07-01-2013,Bse Teck Index Tri,2.44,3.45,17.97,30.08,27.4,11.17,27.36,17.33,47.32,13.83,23.74,Technology,20.16,1.59,2.92,0.7,14.9,12.78,21.48,0.06,Mega,15.92,Medium,0.75,TRUE,2.26,0,1,1,0,1,7.95,18.62
Shriram Aggressive Hybrid Fund Reg(G),Deepak Ramaraju,Hy Eq,49.1,2.3,Open Ended,06-12-2013,Crisil Hybrid 35+65 Aggressive Index,1.28,-5.24,-1.5,13.26,17.35,11.99,12.61,9.44,37.72,24.48,3.67,Healthcare,3.02,0.73,1.02,2.22,13.13,11.87,11.82,0.17,Small,5.77,Medium,0.91,FALSE,0.88,0,1,0,0,1,-1.82,11.35
Shriram Balanced Advantage Fund Reg(G),Deepak Ramaraju,Hy Dyn,57.9,2.3,Open Ended,05-07-2019,Nifty 50 Hybrid Composite Debt 50 - 50 Index,2.05,-4.11,-1.76,9.15,14.49,10.52,10.87,,46.89,19.05,0.5,Healthcare,-0.4,0.48,0.67,2.11,12.12,6.29,10.18,0.25,Small,3.98,Medium,0.87,FALSE,0.57,0,0,0,0,0,-1.27,10.7
Shriram Elss Tax Saver Fund Reg(G),Deepak Ramaraju,Eq Elss,53.5,2.25,Open Ended,25-01-2019,Nifty 500 Tri,1.51,-5.32,-2.45,16.57,21.03,14.52,15.52,,42.55,32.23,18.92,Healthcare,8.27,0.76,1.06,1.04,17.8,6.73,15.54,0.14,Small,7.36,High,0.82,FALSE,0.91,0,1,1,0,1,-2.09,15.02
Shriram Flexi Cap Fund Reg(G),Deepak Ramaraju,Eq Flex,140.7,2.3,Open Ended,28-09-2018,Nifty 500 Tri,1.73,-5.11,-3.03,15.92,21.52,14.92,15.33,,37.55,33.72,22.13,Healthcare,7.53,0.7,0.99,1.06,18.39,7.05,15.39,0.14,Mid,6.92,High,0.81,FALSE,0.84,0,1,1,0,1,-2.14,15.12
